"","TCGA-2H-A9GJ-01A","TCGA-IG-A5B8-01A","TCGA-JY-A6FB-01A","TCGA-KH-A6WC-01A","TCGA-L5-A4OG-01A","TCGA-L5-A4OH-01A","TCGA-L5-A4OM-01A","TCGA-L5-A88S-01A","TCGA-L5-A893-01A","TCGA-V5-A7RE-01A","TCGA-IC-A6RE-11A","TCGA-IC-A6RF-11A","TCGA-L5-A43C-11A","TCGA-L5-A4OF-11A","TCGA-L5-A4OG-11A","TCGA-L5-A4OJ-11A","TCGA-L5-A4OO-11A","TCGA-L5-A4OQ-11A","TCGA-L5-A4OR-11A","TCGA-V5-A7RE-11A","TCGA-V5-AASX-11A"
"ENSG00000216548.2","5","0","0","0","0","0","0","2","2","0","4","2","1","1","0","0","0","1","0","0","1"
"ENSG00000216560.4","1","0","1","0","0","24","0","0","11","0","0","0","0","0","0","0","0","0","0","7","4"
"ENSG00000216588.9","24","1","2","8","11","171","1","1","8","28","3","1","1","4","11","3","1","5","1","68","11"
"ENSG00000216613.2","3","6","1","0","4","10","3","0","0","0","0","1","1","1","2","1","0","2","2","7","0"
"ENSG00000216616.1","3","1","0","1","0","2","1","1","3","1","1","2","0","0","0","0","0","1","4","2","0"
"ENSG00000216621.8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","8","1"
"ENSG00000216624.3","46","60","40","33","55","22","30","85","62","87","132","85","7","14","7","17","10","43","15","37","26"
"ENSG00000216629.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000216636.1","12","8","3","4","5","7","5","2","4","6","1","5","2","5","6","6","10","2","3","14","3"
"ENSG00000216639.1","11","3","4","0","45","20","9","4","18","19","0","5","2","9","12","7","2","1","11","29","47"
"ENSG00000216642.1","1","1","0","0","1","3","4","1","2","1","1","1","0","0","0","0","0","0","0","4","1"
"ENSG00000216649.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000216657.1","7","40","13","10","25","18","11","16","15","12","25","34","11","10","11","12","6","9","11","31","27"
"ENSG00000216663.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0"
"ENSG00000216671.6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000216676.2","4","13","4","4","6","4","5","7","7","3","6","6","4","6","4","4","8","9","10","10","5"
"ENSG00000216687.2","0","0","1","1","0","1","1","0","2","0","0","0","0","0","0","1","0","0","0","4","0"
"ENSG00000216708.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","17","0"
"ENSG00000216710.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1"
"ENSG00000216713.1","0","0","0","0","6","11","0","0","0","0","0","0","9","25","2","15","9","2","31","2","3"
"ENSG00000216718.7","1","0","0","0","1","0","0","0","1","0","3","1","0","2","0","0","0","1","0","17","0"
"ENSG00000216721.3","1","1","1","0","1","0","0","0","0","1","0","3","0","1","1","0","0","0","1","5","0"
"ENSG00000216723.1","0","0","0","0","0","0","6","0","0","2","0","0","1","1","0","2","0","0","0","9","1"
"ENSG00000216740.2","14","26","6","20","10","13","2","29","22","13","39","67","0","2","2","5","1","8","0","8","9"
"ENSG00000216753.3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","32","0"
"ENSG00000216754.2","0","0","0","3","2","0","0","0","2","0","1","1","0","0","2","0","0","0","0","67","0"
"ENSG00000216762.1","0","0","0","0","0","3","4","0","0","0","0","0","0","0","1","0","0","0","0","10","0"
"ENSG00000216775.3","3667","39","895","533","739","587","1247","68","1007","1074","175","1872","308","474","443","576","389","363","449","442","1000"
"ENSG00000216777.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000216781.2","3","0","0","0","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","13","0"
"ENSG00000216802.1","6","33","5","14","11","15","11","8","9","19","3","12","3","6","5","6","6","7","2","27","11"
"ENSG00000216809.1","8","1","22","4","29","24","6","15","19","4","1","4","27","72","110","34","61","60","18","30","9"
"ENSG00000216811.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000216813.1","9","4","109","4","0","12","5","5","4","3","3","7","0","5","2","5","2","1","2","11","6"
"ENSG00000216817.1","1","0","0","0","0","0","0","2","2","2","0","2","0","0","1","1","0","3","1","109","0"
"ENSG00000216819.1","7","10","1","4","3","9","4","5","11","1","11","8","0","1","3","1","0","4","0","9","1"
"ENSG00000216824.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
"ENSG00000216829.6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0"
"ENSG00000216835.3","6","5","0","1","1","6","0","3","3","2","2","1","1","0","1","2","0","2","0","2","1"
"ENSG00000216844.1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000216853.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0"
"ENSG00000216854.2","5","12","7","8","4","5","2","5","9","7","8","14","5","2","5","6","9","13","6","38","5"
"ENSG00000216859.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","12","0"
"ENSG00000216863.10","1","16","5","6","8","9","19","8","1769","10","27","4","4","2","11","43","6","9","13","124","8"
"ENSG00000216866.5","72","252","138","69","198","106","71","191","115","93","169","243","52","49","36","62","39","75","40","97","92"
"ENSG00000216867.2","11","20","8","5","6","19","28","4","13","31","3","5","1","2","4","13","3","3","2","15","5"
"ENSG00000216895.9","105","71","184","42","160","320","61","16","134","111","21","37","59","80","105","117","56","69","61","134","151"
"ENSG00000216901.1","0","0","0","2","1","4","0","1","3","0","1","0","2","0","5","2","5","2","1","18","0"
"ENSG00000216902.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"ENSG00000216904.2","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"ENSG00000216906.2","0","9","26","10","2","37","23","16","7","0","26","4","9","0","1","2","5","13","2","16","105"
"ENSG00000216913.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000216915.2","48","38","4","9","0","240","3","1","2","14","1","0","2","2","1","0","0","0","3","39","9"
"ENSG00000216917.2","6","1","1","2","1","0","0","3","1","1","6","5","2","1","1","2","0","0","0","3","1"
"ENSG00000216921.9","5","1","0","26","0","3","10","0","2","1","7","100","9","8","7","2","0","2","5","6","7"
"ENSG00000216937.13","208","82","142","113","99","250","287","87","221","133","41","72","127","163","165","253","165","250","153","295","264"
"ENSG00000216938.3","1","16","3","1","15","3","8","3","7","7","4","13","8","3","0","9","4","3","6","11","5"
"ENSG00000216966.1","0","0","1","2","4","3","0","0","1","1","0","2","0","0","0","0","0","0","0","0","2"
"ENSG00000216977.1","4","9","3","1","11","7","14","1","3","2","2","3","3","1","10","7","3","1","5","18","7"
"ENSG00000216990.2","9","12","5","2","5","5","7","1","7","7","1","2","1","2","2","3","1","7","6","9","1"
"ENSG00000216998.1","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","13","0"
"ENSG00000217004.1","1","0","2","0","1","11","7","0","4","3","0","0","1","0","1","2","7","1","3","42","0"
"ENSG00000217026.3","37","18","10","10","16","21","10","45","37","36","28","42","16","10","5","23","22","32","15","40","26"
"ENSG00000217027.1","63","202","28","57","180","83","31","158","140","39","231","259","80","53","66","114","57","178","119","49","121"
"ENSG00000217030.1","2","1","0","1","0","1","0","0","1","0","4","2","0","0","2","2","0","1","0","14","0"
"ENSG00000217041.1","11","2","0","0","3","3","3","0","4","8","0","1","1","1","6","0","1","0","0","17","5"
"ENSG00000217044.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"ENSG00000217060.1","14","4","6","2","7","4","8","1","8","5","6","6","3","2","3","5","6","18","4","17","12"
"ENSG00000217067.2","1","0","0","0","0","0","0","0","1","1","1","3","1","1","0","1","0","1","0","0","0"
"ENSG00000217078.1","3","4","3","3","7","32","20","1","20","13","2","0","6","6","4","5","4","10","0","28","7"
"ENSG00000217083.1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","5","1"
"ENSG00000217085.2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9","0"
"ENSG00000217089.1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"ENSG00000217094.2","71","202","52","53","58","116","38","135","128","93","128","111","18","28","26","26","11","66","21","47","103"
"ENSG00000217120.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"ENSG00000217128.12","3152","2076","2217","1661","4536","4213","2625","1777","2713","3024","838","1118","1141","1858","2347","1928","2014","4490","1247","2798","3926"
"ENSG00000217130.1","118","50","18","27","59","66","32","82","64","64","116","145","23","17","22","36","16","54","28","65","44"
"ENSG00000217135.2","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000217139.2","4","3","1","10","3","2","1","3","2","1","0","1","0","0","0","0","0","3","1","30","4"
"ENSG00000217159.2","2","17","1","9","4","2","10","0","6","20","2","1","0","0","3","2","0","0","0","15","23"
"ENSG00000217160.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"ENSG00000217165.1","809","176","335","73","504","1119","919","118","425","324","52","199","133","197","237","220","261","473","106","410","660"
"ENSG00000217169.2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","4","0","0","2","9","0"
"ENSG00000217178.1","0","5","0","0","0","0","3","0","1","1","0","0","0","0","1","0","0","0","0","21","0"
"ENSG00000217179.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"ENSG00000217181.1","4","2","1","2","11","8","8","0","5","12","3","9","4","20","21","11","15","9","6","23","11"
"ENSG00000217195.1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","2","0","0","1","0"
"ENSG00000217227.1","9","2","0","3","3","8","1","2","4","4","3","3","0","1","0","2","6","2","1","7","0"
"ENSG00000217228.1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","0","3","0"
"ENSG00000217231.2","2","0","0","0","0","0","2","0","2","1","0","0","0","0","1","1","0","0","3","38","0"
"ENSG00000217236.2","2","11","0","19","0","1","42","28","1","0","0","192","0","1","0","19","0","0","0","1","0"
"ENSG00000217239.3","18","13","5","6","7","9","2","11","18","3","15","26","8","7","2","11","12","13","9","8","18"
"ENSG00000217241.1","12","30","11","6","19","31","5","12","17","18","7","17","7","3","2","9","1","18","4","12","23"
"ENSG00000217261.4","0","14","0","2","0","0","4","3","1","1","0","0","0","0","2","2","0","3","0","13","0"
"ENSG00000217268.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000217272.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000217275.2","33","121","7","198","15","7","15","5","14","30","68","24","3","1","6","7","1","5","3","7","45"
"ENSG00000217289.3","4","5","2","4","9","9","8","4","11","6","5","16","5","3","8","10","3","6","9","11","12"
"ENSG00000217314.2","2","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","2","0","0","0"
"ENSG00000217315.1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","6"
"ENSG00000217325.2","21","30","22","7","22","94","8","18","28","48","12","34","4","9","6","17","9","8","13","31","12"
"ENSG00000217327.3","2","2","1","0","4","1","1","4","4","0","2","7","0","0","1","0","0","1","0","5","0"
"ENSG00000217330.1","0","0","1","0","2","2","2","0","0","0","0","0","0","1","5","0","3","1","0","1","1"
"ENSG00000217331.1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000217334.1","0","0","0","0","4","2","4","1","3","3","0","0","6","0","4","4","1","0","1","32","2"
"ENSG00000217372.2","0","0","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"ENSG00000217377.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"ENSG00000217379.2","0","3","1","3","4","0","1","7","8","1","4","6","1","1","2","5","2","8","2","7","0"
"ENSG00000217385.1","0","5","1","5","1","1","0","0","9","1","1","1","1","1","1","4","3","1","0","76","2"
"ENSG00000217404.2","0","1","0","1","1","6","0","2","2","1","1","4","1","2","4","3","1","3","1","2","1"
"ENSG00000217408.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","4","0"
"ENSG00000217414.2","6","0","1","0","0","1","5","3","7","2","2","2","0","2","1","1","0","3","0","17","1"
"ENSG00000217416.4","7","9","4","2","5","9","6","7","7","3","8","6","1","6","1","5","5","13","6","4","3"
"ENSG00000217442.4","40","5","3","10","11","4","32","0","6","10","2","2","1","3","0","4","0","5","5","16","9"
"ENSG00000217447.1","16","0","11","0","20","33","0","0","2","24","0","1","0","1","0","2","0","0","0","15","0"
"ENSG00000217455.8","220","6","5","5","14","62","6","3","22","2","1","0","3","4","6","1","2","16","5","90","1"
"ENSG00000217477.2","0","0","0","0","0","2","0","0","1","0","0","0","0","1","1","0","0","0","0","19","1"
"ENSG00000217482.2","1","1","0","0","1","1","0","0","3","2","0","0","0","1","0","1","0","0","0","10","0"
"ENSG00000217483.1","0","0","0","0","0","0","7","0","2","0","0","1","0","0","0","0","0","0","0","6","0"
"ENSG00000217488.2","9","19","6","11","11","11","9","5","4","24","0","2","7","9","15","6","11","5","5","37","31"
"ENSG00000217495.2","2","0","2","3","3","2","8","1","6","6","6","1","2","3","4","5","7","5","1","3","2"
"ENSG00000217512.1","2","1","4","4","4","4","7","2","3","6","1","0","6","3","6","7","4","1","0","13","4"
"ENSG00000217514.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0"
"ENSG00000217527.1","24","1","0","0","2","0","7","0","4","0","1","0","0","0","0","0","6","8","2","1","0"
"ENSG00000217539.2","3","0","0","0","2","0","2","0","1","1","0","3","0","1","0","0","0","2","2","3","3"
"ENSG00000217555.13","14","23","21","9","76","53","35","11","15","25","7","4","3","18","19","15","2","15","3","34","18"
"ENSG00000217557.1","2","0","0","0","2","0","1","1","0","0","2","5","2","0","0","1","0","0","5","2","0"
"ENSG00000217566.2","0","1","0","0","1","0","1","1","2","0","0","0","1","0","3","10","2","0","1","12","0"
"ENSG00000217576.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000217585.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0"
"ENSG00000217612.2","0","2","0","0","0","0","2","0","7","0","0","1","0","5","4","5","3","7","2","23","1"
"ENSG00000217624.2","41","62","15","60","131","117","57","33","56","63","93","111","9","22","9","17","21","29","15","26","44"
"ENSG00000217631.1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","2","1","0","0"
"ENSG00000217643.1","9","4","3","3","8","7","7","6","6","9","5","2","1","2","7","2","5","9","2","21","6"
"ENSG00000217644.5","7","4","3","1","9","5","18","7","8","2","1","2","5","6","1","2","1","2","2","7","2"
"ENSG00000217646.1","3","18","0","1","1","6","10","0","4","4","1","0","0","2","1","1","1","0","0","14","0"
"ENSG00000217648.1","109","202","106","83","87","41","79","104","73","91","52","45","12","34","39","30","32","115","23","109","67"
"ENSG00000217653.1","14","7","9","5","24","19","18","7","14","25","1","10","7","12","16","5","13","7","4","80","15"
"ENSG00000217680.1","2","0","1","0","0","2","0","0","0","1","0","0","0","0","0","1","0","1","0","7","0"
"ENSG00000217684.2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","1","15","0"
"ENSG00000217686.2","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","2"
"ENSG00000217702.3","18","30","10","13","19","82","44","5","21","6","7","7","4","13","11","22","12","15","11","65","19"
"ENSG00000217707.2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0"
"ENSG00000217716.3","118","46","29","32","64","69","49","92","124","77","95","125","28","24","32","39","37","85","38","71","63"
"ENSG00000217718.1","0","0","2","1","1","0","0","0","1","1","0","1","0","0","0","1","1","0","0","5","0"
"ENSG00000217733.2","3","26","5","210","11","11","31","10","47","0","47","30","4","0","11","7","3","3","0","47","10"
"ENSG00000217746.1","1","4","1","0","2","0","1","0","1","0","0","0","0","0","4","1","0","1","0","14","3"
"ENSG00000217767.2","2","10","2","1","9","8","6","2","2","3","1","0","2","2","2","2","1","0","0","12","2"
"ENSG00000217769.4","8","0","5","5","4","3","3","3","2","3","6","8","2","3","4","2","8","6","2","7","4"
"ENSG00000217770.1","0","2","0","0","0","0","0","0","0","0","1","0","5","1","3","0","1","0","0","4","0"
"ENSG00000217776.1","3","8","0","0","6","2","2","2","3","7","0","3","1","3","3","3","4","3","1","6","2"
"ENSG00000217783.2","6","1","3","6","4","5","11","0","3","7","6","2","2","3","8","8","3","13","1","18","11"
"ENSG00000217786.1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0"
"ENSG00000217791.4","7","1","12","1","12","18","2","2","23","5","1","6","0","1","1","3","2","4","1","14","8"
"ENSG00000217801.10","100","653","99","902","200","442","173","15","128","115","860","278","90","45","86","130","37","4","84","76","127"
"ENSG00000217805.2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","0"
"ENSG00000217809.1","0","0","0","0","0","0","1","0","1","0","0","0","3","0","0","0","1","0","0","7","1"
"ENSG00000217811.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000217824.1","0","3","1","1","0","0","0","0","2","1","1","2","0","1","0","0","0","0","0","0","0"
"ENSG00000217825.2","0","2","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000217835.3","11","13","4","12","10","10","17","7","21","2","8","15","4","9","6","5","4","11","5","31","14"
