"","TCGA-A2-A0CQ-01A","TCGA-A2-A259-01A","TCGA-A7-A0CD-01A","TCGA-AN-A0FF-01A","TCGA-AR-A2LE-01A","TCGA-B6-A0IP-01A","TCGA-BH-A0B0-01A","TCGA-E2-A1IO-01A","TCGA-E9-A1R4-01A","TCGA-LD-A9QF-01A","TCGA-BH-A0BQ-11A","TCGA-BH-A0BS-11A","TCGA-BH-A0DO-11A","TCGA-BH-A0E0-11A","TCGA-BH-A0H9-11A","TCGA-BH-A1FH-11B","TCGA-E2-A1BC-11A","TCGA-E2-A1IG-11A","TCGA-E2-A1L7-11A","TCGA-E9-A1NA-11A","TCGA-E9-A1NG-11A"
"ENSG00000246877.1","16","21","16","13","16","11","11","71","50","6","42","34","37","25","18","29","5","20","36","26","12"
"ENSG00000246889.2","62","43","46","22","32","102","38","40","36","11","43","38","59","23","18","22","5","14","30","21","9"
"ENSG00000246898.1","185","45","46","43","28","123","42","59","33","109","240","432","392","165","13","258","7","42","214","115","48"
"ENSG00000246922.9","415","333","192","273","310","412","285","362","236","216","249","382","559","270","77","176","104","186","455","283","139"
"ENSG00000246982.7","38","19","62","30","21","46","6","28","207","14","33","33","30","11","19","16","19","19","24","13","5"
"ENSG00000246985.8","23","318","32","31","24","1192","144","141","145","39","297","487","226","135","114","109","102","134","208","173","84"
"ENSG00000247011.2","3","10","19","7","3","0","6","11","16","35","5","16","11","22","0","3","0","8","13","11","1"
"ENSG00000247033.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000247049.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000247077.7","3311","4342","2820","3886","1929","4045","1067","2481","2341","1843","1771","2294","1681","1499","814","1397","780","1209","1899","1771","1230"
"ENSG00000247081.8","247","1942","103","207","1525","206","167","512","503","132","277","363","418","248","166","239","99","146","301","239","207"
"ENSG00000247092.7","305","383","209","98","119","184","170","225","88","185","156","153","200","178","315","147","298","146","138","202","108"
"ENSG00000247095.3","115","68","112","54","42","112","147","94","138","294","57","90","109","64","45","34","30","49","89","71","41"
"ENSG00000247121.7","118","36","71","56","196","66","77","67","1416","55","91","50","66","86","103","52","74","90","49","124","115"
"ENSG00000247130.2","1","0","0","0","1","1","0","0","0","0","4","0","0","0","1","0","0","0","0","1","1"
"ENSG00000247131.6","4","3","1","0","9","2","34","0","2","1","2","7","3","4","0","10","0","3","2","1","3"
"ENSG00000247134.7","35","15","18","29","5","15","37","16","61","42","40","19","5","28","67","41","27","41","39","12","32"
"ENSG00000247137.9","207","98","188","98","99","116","75","48","110","35","80","74","117","84","48","40","52","75","76","48","44"
"ENSG00000247151.7","3","0","2","1","2","5","3","2","3","3","2","3","2","2","0","1","1","2","2","4","1"
"ENSG00000247157.7","103","46","11","12","48","69","38","11","30","34","59","62","62","36","36","25","19","19","59","100","33"
"ENSG00000247193.3","0","1","3","0","0","0","0","0","0","6","6","0","0","0","0","1","1","0","1","0","0"
"ENSG00000247199.5","19","24","35","22","18","28","18","25","20","25","58","61","43","21","19","23","26","19","41","33","25"
"ENSG00000247213.7","1","3","0","0","0","0","0","0","0","0","0","4","0","1","0","1","1","0","1","1","0"
"ENSG00000247228.3","0","2","0","2","1","0","0","0","0","0","7","1","0","0","0","0","0","0","1","0","0"
"ENSG00000247240.8","128","146","144","88","102","175","154","103","98","114","121","167","174","132","74","107","64","71","145","116","87"
"ENSG00000247271.7","1403","834","1115","533","379","851","632","258","446","382","446","617","542","376","322","284","80","332","466","326","446"
"ENSG00000247287.3","168","135","225","66","99","231","107","82","92","160","191","194","181","69","80","136","38","106","145","133","97"
"ENSG00000247311.3","0","2","0","4","0","1","2","4","0","4","3","1","0","0","2","1","0","2","1","0","1"
"ENSG00000247315.4","2375","2152","1728","2251","996","2339","1497","2337","2221","1073","1107","1573","1648","1483","1342","987","897","879","1144","1405","966"
"ENSG00000247317.3","181","173","46","164","43","25","78","42","147","44","163","139","208","110","11","130","3","43","160","120","52"
"ENSG00000247324.2","4","8","2","7","7","1","3","9","4","1","3","5","3","6","0","2","3","6","5","3","3"
"ENSG00000247345.2","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","1","1","0","0","0","0"
"ENSG00000247363.2","10","25","47","12","18","14","11","58","14","8","9","16","3","2","3","5","5","3","10","4","9"
"ENSG00000247372.2","1","0","1","0","1","0","3","1","0","2","0","0","2","0","0","0","0","0","0","1","0"
"ENSG00000247373.3","362","108","151","202","95","199","73","54","121","67","151","107","137","57","22","32","21","46","104","59","23"
"ENSG00000247381.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000247400.4","311","277","146","86","167","247","89","186","207","272","136","283","337","226","75","120","71","98","228","157","128"
"ENSG00000247402.2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000247416.4","2","0","2","0","0","2","1","0","0","0","0","6","0","1","4","3","1","1","5","4","0"
"ENSG00000247473.2","0","3","10","0","0","5","0","1","3","0","12","0","0","0","0","1","0","0","0","1","0"
"ENSG00000247498.10","45","96","344","25","256","55","82","26","73","88","207","385","177","113","26","124","18","71","177","69","56"
"ENSG00000247516.8","232","773","312","180","174","422","135","255","220","182","429","477","499","194","414","266","436","219","377","272","301"
"ENSG00000247556.6","5269","9903","10009","7597","9204","9674","5544","5720","3994","4723","6952","6559","9484","3887","3384","5827","5313","5684","5442","7129","6954"
"ENSG00000247570.2","0","1","0","1","2","0","0","1","1","0","0","1","0","0","1","0","1","2","0","0","1"
"ENSG00000247572.8","532","404","772","221","194","428","509","364","368","209","457","814","809","382","214","389","249","395","393","511","329"
"ENSG00000247595.4","232","145","60","74","96","118","77","51","133","51","68","83","76","68","46","32","40","27","64","58","54"
"ENSG00000247596.10","2556","956","1455","1694","737","1970","1472","1223","1431","2782","694","1250","881","1379","1975","725","2131","840","1190","1648","1397"
"ENSG00000247624.6","8","11","15","16","11","22","2","3","12","3","5","7","3","13","0","3","1","3","3","4","1"
"ENSG00000247626.5","477","1330","681","609","1000","773","627","700","771","409","773","736","635","409","168","366","156","520","439","440","326"
"ENSG00000247627.2","11182","10400","2288","3125","110","73","4041","1212","50","4372","2535","1517","1895","2782","44","1117","193","120","1237","47","3536"
"ENSG00000247675.7","7","8","6","4","2","4","0","4","2","4","6","2","7","3","5","2","2","2","4","6","4"
"ENSG00000247679.3","481","327","95","178","248","239","247","184","298","121","309","169","271","145","42","123","76","119","224","159","116"
"ENSG00000247699.2","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000247708.8","354","298","380","181","295","409","184","322","286","151","295","397","372","245","66","159","48","134","303","204","128"
"ENSG00000247728.2","4","0","0","0","1","6","1","3","2","1","1","5","12","1","0","3","1","4","3","6","1"
"ENSG00000247735.2","34","77","49","72","38","43","11","131","383","25","23","24","46","12","5","12","26","17","31","32","10"
"ENSG00000247746.4","202","428","586","199","142","297","280","471","406","126","365","386","575","410","165","241","206","195","304","270","220"
"ENSG00000247763.2","6","1","5","1","16","0","0","1","1","0","1","1","3","0","0","0","0","0","1","1","1"
"ENSG00000247765.2","0","0","0","0","0","0","0","4","0","1","3","0","0","10","0","0","1","0","0","1","0"
"ENSG00000247774.7","508","295","77","245","101","303","269","260","340","752","417","197","214","426","54","167","35","130","275","217","139"
"ENSG00000247775.2","0","0","0","0","0","0","1","0","0","0","0","1","2","4","0","0","0","0","3","0","1"
"ENSG00000247796.3","235","100","239","186","160","142","120","149","267","102","110","238","262","152","150","126","159","106","161","146","175"
"ENSG00000247809.9","38","45","17","196","35","65","93","39","80","47","112","141","150","53","71","72","39","90","92","71","70"
"ENSG00000247810.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000247828.8","1227","968","1443","509","815","1028","631","232","1231","325","773","875","1558","490","210","333","228","397","643","523","299"
"ENSG00000247853.2","11","1","13","15","4","10","16","9","4","8","4","7","4","6","0","7","7","8","5","4","7"
"ENSG00000247867.2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000247872.2","0","1","2","0","2","1","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0"
"ENSG00000247877.7","6","6","12","4","5","9","3","1","5","2","5","4","3","0","0","3","5","1","2","1","5"
"ENSG00000247903.1","76","47","51","37","72","63","44","25","22","21","68","38","86","8","3","13","10","23","46","32","15"
"ENSG00000247911.3","1","1","0","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000247925.2","4","5","7","2","3","4","0","3","2","1","32","5","8","0","4","2","2","3","6","2","7"
"ENSG00000247934.4","187","118","162","135","87","110","88","316","98","20","242","224","327","152","80","125","149","154","265","153","185"
"ENSG00000247950.7","229","81","111","67","71","137","45","49","74","57","120","113","142","57","37","82","25","58","69","80","41"
"ENSG00000247970.2","5","4","1","1","2","3","6","12","1","2","22","15","15","7","3","5","9","6","20","8","7"
"ENSG00000247982.6","154","286","143","99","83","316","120","75","112","265","150","112","100","93","16","62","34","42","145","91","41"
"ENSG00000247993.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248008.3","2389","1453","2541","2329","1045","2780","863","997","1357","471","1189","1241","945","1273","244","520","142","650","1050","953","574"
"ENSG00000248015.7","6","4","3","10","0","0","0","1","4","4","0","3","0","3","0","0","0","0","1","6","1"
"ENSG00000248019.3","127","85","88","97","133","184","113","129","88","83","211","181","360","114","41","92","69","117","175","121","126"
"ENSG00000248027.1","26","5","127","7","0","8","1","3","2","3","0","12","16","3","2","12","5","4","5","4","6"
"ENSG00000248029.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248049.7","815","759","898","395","470","906","330","1380","500","325","483","786","488","444","174","276","149","215","567","346","299"
"ENSG00000248050.1","13","38","7","6","3","2","2","1","1","0","20","15","6","9","0","4","9","15","11","3","4"
"ENSG00000248079.3","6","11","8","7","3","3","8","7","11","7","23","20","17","15","10","11","19","3","21","8","14"
"ENSG00000248092.8","687","516","2180","1151","696","860","410","355","914","312","483","840","688","403","621","553","731","598","601","780","784"
"ENSG00000248098.12","10","15","10","12","11","10","3","10","11","3","5","9","9","3","1","4","33","7","3","5","3"
"ENSG00000248099.4","0","10","0","2","6","12","9","8","16","24","45","14","31","19","6","22","0","9","22","14","8"
"ENSG00000248100.2","0","0","3","3","0","1","0","0","0","0","4","2","1","0","0","3","0","1","1","0","0"
"ENSG00000248101.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248103.1","0","0","1","1","2","4","0","2","1","0","0","0","2","0","0","2","0","2","2","2","1"
"ENSG00000248104.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000248105.1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248106.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248107.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248109.3","0","1","0","0","0","1","0","0","0","0","2","2","0","0","1","0","0","0","1","0","0"
"ENSG00000248112.1","4","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","1","2","2","0","0"
"ENSG00000248113.2","0","1","3","2","1","1","0","1","1","0","2","1","0","0","0","0","0","1","3","5","4"
"ENSG00000248114.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248115.1","10","0","14","2","0","3","1","8","2","2","14","1","5","16","0","2","2","0","7","0","1"
"ENSG00000248117.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248118.2","0","2","0","0","0","0","1","0","0","0","3","4","2","0","3","3","2","1","4","0","5"
"ENSG00000248120.1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0"
"ENSG00000248121.8","0","3","3","0","2","3","0","2","5","8","0","0","5","5","2","1","2","3","0","2","3"
"ENSG00000248122.1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000248124.8","55","220","35","58","53","92","97","100","121","294","241","203","279","71","121","182","157","127","258","241","213"
"ENSG00000248125.2","4","0","2","1","1","3","12","0","2","0","0","2","4","5","0","1","0","0","3","0","0"
"ENSG00000248126.1","13","15","20","15","5","32","4","7","16","3","13","18","4","14","0","7","3","15","19","4","1"
"ENSG00000248127.1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0"
"ENSG00000248128.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248131.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248132.3","8","1","2","1","5","4","1","2","2","3","3","22","10","7","2","2","0","2","2","0","3"
"ENSG00000248133.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248134.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248136.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248137.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248138.5","1","0","0","0","0","0","0","0","2","0","0","2","2","0","0","0","0","0","1","0","2"
"ENSG00000248139.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248143.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248144.6","3","75","375","22","10","24","117","59","5","67","315","340","515","452","897","1087","1138","419","149","779","977"
"ENSG00000248145.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248148.1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000248150.1","1","0","8","1","1","2","3","5","2","0","0","1","1","0","0","0","0","0","0","0","1"
"ENSG00000248152.2","0","0","1","0","0","1","0","1","0","0","2","3","1","0","0","2","0","0","0","0","1"
"ENSG00000248155.1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248156.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248159.1","1","6","14","3","4","6","2","2","5","5","9","12","7","10","2","5","9","2","12","12","7"
"ENSG00000248160.1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000248161.5","47","9","19","27","4","24","26","16","23","25","23","31","43","41","16","16","10","10","28","9","15"
"ENSG00000248162.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248165.1","5","6","0","0","9","0","0","0","4","2","7","0","6","6","0","0","0","0","5","0","0"
"ENSG00000248167.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248170.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248172.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248174.6","1","0","3","1","1","1","1","7","0","1","1","4","2","8","1","5","4","4","2","7","8"
"ENSG00000248176.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248180.1","11","3","15","5","23","9","6","2","4","2","2","8","3","6","1","2","3","2","4","1","5"
"ENSG00000248184.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000248185.1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000248187.1","1","7","1","12","0","1","14","1","6","38","7","4","9","0","2","3","1","9","10","5","8"
